"original_sentence","transformed_sentence","topic"
"For gods sake , plz fix this bug ASAP.","god asap fix sake bug",8
"I guess I can't put up a profile picture.that sucksdoes anyone know how to upload a profile picture because this app won't let me","gue pictur upload app suck",0
"Can't sign in, keeps putting me on time out:/ and when I hit back, my blog comes up, but can't do a thing with it.","hit put sign time blog",0
"I have been having problems with uploading images.","",0
"I just can't login my account.","",0
"Now I can't get anything to even come up.","",0
"If you tell me what the error is, I might be able to fix it.","",0
"It was lam I could not follow my friends I could not Evan find search","van friend follow search",2
"Won't open the site at all with stupid security message.","",0
"It will not even let me upload, all I get is an error message that I was not authorized to do that.","",0
"After the latest update I suddenly got media library errors.","",0
"Also, I can't update and reschedule my posts.","",0
"It will be nice if we can have a stats widget but in general great app thx","",0
"I can't imagine writing all of my posts on such a small screen, but I've browsed through the interface and used it a couple of time for very short posts.","interfac brows imagin write time post screen coupl",0
"Save change and &lt;3 turn into some HTML code T_T Please fix this, this app is OK","save app fix chang pleas code",0
"I'm sure with my pass & email but it can't log me in.","",0
"Good job,,I can make my own website within a few minutes,,But i couldn't change my dp .","chang job minut websit",0
"Showing as 'unfortunately,wordpress has stop'  so please improve it.","pre stop word improv",0
"So please fix I have my posts linked to Facebook so when it does not work right all my Facebook viewers see post that I scheduled for 7:00 in the morning at 7:00 in the afternoon.","schedul afternoon post fix link book viewer morn",0
"So please fix.","",0
"I wish that I could give this negative 100 stars.","",0
"I hate the set up I hate you have to go through so much to get your drafts or posts synced to the desktop and I literally hate this app because my local draft just erased and now I can't get it back.","app draft eras sync post hate desktop set",0
"Couldn't access my site.","",0
"It doesn't even do a ""you just said to save a blank post instead of the 1000 word 12 photo one you had, is that on purpose?""","save post word photo purpos",0
"Blog was there for 3sec then went blank.","",0
"But the notifications are sometimes missing and some notifications in between last session and current session are missing.","",0
"Sometimes there is also a sign-out problem.","",0
"And I can't upload pictures anymore.","",0
"Only thing is I would occasionally like to have video in my posts, but I also understand that not everything can be free all the time.","video post time understand",0
"But it kept losing my text and freezing up when I tried adding an image.","lose text freez tri kept imag",0
"One always has to go back scrolling to the top to change it","",0
"Adding a new account will automatically delete whichever account that is not active/being used.","",0
"Please fix this.","",0
"I'm horribly annoyed and can't believe I ever wasted my time with such an awful blogging service.","wast servic annoy believ blog time",0
"It would be great to see this aligned properly for reference.","",0
"Can't Login My Self hosted Sight","sight host login self",0
"It won't even connect to my blog.","",0
"Nothing works, cannot view stats, reader, anything.","",0
"It would be nice to be able to search things in people's blog since the tags/labels don't show up on this mobile app","app tag label search blog person",0
"Wouldn't work on my note","",0
"So far so good, seems to do what I need to on the go, except neither if the media uploaders work in the app Galaxy S5.","medium unload galaxi app",0
"Can't switch sites.the other site doesn't even show up","",0
"Asus ME301T tablet.There are other  issues.Otherwise a super App.","tablet super app otherwis issu",0
"I can add both to the app and make posts however the main use I have for the app is stats which I can see one sites stats but not the other and I end up in an endless loop of logging in to my wordpress account to connect to jetpack.","pre app add stat log word jet post loop connect pack account site",0
"I couldnt scroll down when I clicked a notif for a comment.","comment click scroll motif",8
"Please add search menu for find post to quick edit","menu add post search quick pleas edit",0
"Cannot add an image and now I m having a problem to view it in web","add imag web view",0
"Uploading images or media fails","",0
"I can't find like button","",0
"I uninstalled then installed again, still the same issue.","",0
"Latest version does not function correctly.","",0
"Using self hosted blog and I cannot browse media library.","use host librari medium blog",0
"I love the app, but I can't log into my self-hosted WP site with the app.","host love app log self site",0
"It still won't let me add pictures because it crashes my tablet the instant i try.","crash tri add instant tablet pictur",0
"Obviously i need screenshots in my Gaming reviews.","",0
"Was a great app but now it crashes my whole phone.","",0
"On blog it's showing 404 error and the image was also missing from the blog.","error miss imag blog",0
"Its is not downloding it is showing error has come","",0
"Now I can't upload my photos.","",0
"I can't find the link on the website for tech support so lame.","",0
"Finally I can add photos via the app!","",0
"Mobile blogging was almost impossible.","",0
"More features like font style, size and other variations can be added.","variat size featur style",0
"I need this fixed, please.","",0
"Doesn't work on self-hosted sites - no warning/help about XMLPRPC","help host warn malaprop site",0
"1) it's missing a search field.","",0
"Also, now I can't zoom in on the pictures posted on the blog!!!!!!!","pictur zoom post blog",0
"Im using android lolipop 5.02 and this aplication is not working on my smartphone","use phone lollipop plicat",0
"Didn't work at all for self-hosted site","",0
"And I have to wait to fix it","",0
"While trying to add a new post and inserting a url using the copy and paste feature on my htc 616 .it force closes automatically and is not letting me add a url.the insert link feature didn't work either.","use past tri insert add let close post link forc copi featur",12
"Please make it possible in the next update.","",0
"I am unable to post html message through the app.","",0
"It's great.but need to improve the speed.","",0
"It's really sad, because the I like the app but can't add images","",0
"I wish it would be possible to update your portfolio pages too","wish portfolio page updat",0
"Won't let me add my HTTPS based Self Hosted blog despite having a valid Comodo SSL Certificate :(","host commodor certif add self base isl",0
"I couldn't do what I do without WordPress.","",0
"Can only view list of posts for single blog, can't get to comments or change blog.","comment view post chang blog list",0
"Please fix.","",0
"Can't pull open menus either.","",0
"I can't access blogs I follow or stats now.","follow blog stat acc",0
"The latest update was a total fail!","",0
"Now I can't access anything at all!","",0
"Please fix this asap!","",0
"You might have solved some people's issue with back button exiting app but that introduced a bigger issue: one can't access anything other than posts.","issu app introduc acc solv person post exit button",0
"Simply doesn't work.","",0
"Doesn't refresh, can't post new stuff, can't edit existing stuff.","exist edit post refresh stuff",0
"You should add html editor for the blog posts and also some tools in the ""view"" editor","editor add view post blog tool",0
"Can't upload photos.","",0
"I hope you can fix this.","",0
"Many time I've had to restart it because it makes my phone unusable.","",0
"Continuously get errors when trying to approve comments on posts.","comment tri approv error post",0
"Can't complain","",0
"Data review is broken, permanent 503 server error when viewing site too, log in doesn't work unless app is force closed and restarted then your magically logged in, or your logged in but in the app your logged out and nothing updates which means a complete reinstall is necessary as no other workaround has fixed that issue.","workaround updat issu app view server close log error datum restart mean reinstal forc fix review site",0
"But I can not upload cover pics anymore for them.","",0
"I don't know whether it's a phone issue or an app issue.","",0
"The find friends and discover options don't work and I can't choose a file from my phone for the Gravatar.","file friend option phone choos avatar discov",0
"I am not able to upload my profile picture.","",0
"Everytime I click on upload, the page freezes.","page freez click time",0
"Idk why everytime i am trying to upload some pics and save as draft , the pics always missing.","miss save tri upload draft pica time",0
"Nice, but What I post using the app, that posts I can't see in browser.","use app post browser",0
"Sometimes i hate my browser, that can't faster to create a new post.","creat post browser hate",0
"I wasting this app to monitor and pay tho my self hosted WordPress site, then a little while back it started giving me an ssl error and I can only log into WP online, not my WP site anymore.","host site wast monitor give pre app word log start error line self tho pay",0
"I don't like that you can't change an image's alt-tags on the app, only on web.","alt app tag web chang imag",0
"The app will not work on my site.","",0
"I have a self-signed SSL certificate (nobody else logs onto my server and needs to verify its identity).","certif ident server log self sign verifi",0
"You cannot work properly.","",0
"Can't make posts.","",0
"This app have not working in mobile and cant access gallery for upload files","file galleri app acc",0
"Can't login to selfhosted site","host login self site",0
"I can't upload my posts even after several attempts.","",0
"I can't even upload a single pic like what the hell","",0
"Nice app but needs improvement for it is very slow.","",0
"Im a first time blogger its much easier to understand than tumblr & is much quicker to post good lengthy blogs, but the reader tab really needs to be re thought","understand blogger tumbl post blog tab reader time",0
"However it does sometimes remove photos upon save and lately has been deleting content of full blog posts, giving me an error when I upload.","save remov give upload photo error post blog delet content",0
"I seem to can't search or follow other blogs.","",0
"That option still crashes the app.","",0
"i had no idea what to and it made my computer freak out, i had to turn it off and restart it.","freak idea restart comput",0
"So please fix this","",0
"I didn't really use it on my iPhone because I couldn't really do much more than post or edit.","",0
"Big issue is you can only upload one photo at a time to a post : (","time upload post photo issu",0
"I don't know how to exit, ""back"" key isn't working","",0
"But it would be better if we could add more developed HTML","",0
"I'm not able to change font colors or box text or do anything fancy with my posts without paying for the hosted domain through your app, which I just can't afford to do.","text app afford box post color fanci chang domain pay",0
"You can't do anything when it comes to customizing your blog.","",0
"The Windows phone version needs work, though.","",0
"I have had a problem for the last 2 days where I can't refresh my posts, therefore I cant see my posts.","refresh cant post day",0
"I am unable to login into my WordPress account.","login pre word account",0
"Tried adding a new user and still in vain.","",0
"Trying to add an image to a post is impossible.","tri post add imag",0
"Can't get it to do anything.","",0
"This app does not work.","",0
"Display pic cannot be uploaded.","",0
"I wud be happy if u add multiple accounts in single program.","add program wood account",0
"Anything advanced in your posts or blog architecture is non-existant.simply must be done on your pc.","advanc architectur post blog",0
"Please it's really necessary and the faster, the better","",0
"Please resolve the issue.","",0
"I'm unable to follow most any blogs!","",0
"I would guve this five stars but the fact that you can't change the profile picture for with in the app is very disappointing.","star pictur gyve app chang",0
"I love wordpress, but there's some disturbing happen recently, I love to write anytime I want, and sometime I need to keep it first to make a little editing before I decide to post it, but suddently I lost my latest drafts, and that was annoying to remember a lot words that I've arrange bfore.","lost love bore arrang pre word draft write annoy edit post rememb lot sometim happen decid disturb",0
"Cannot record a page as a child of a parent.","page parent child record",8
"I also found this app was freezing up my phone too.","found phone freez app",0
"As other reviewers have said, the app freezes up whenever I try to insert an image.","freez tri insert app review imag",0
"I attempted an uninstall/reinstall and the same problem occurs.","attempt occur reinstal instal",0
"The post is still there, but you will need to use your up/down buttons instead of the scroll function to see it.","scroll post function button",0
"If you need to only post text, it isn't so bad, hence two stars.","star text henc post",0
"Any posts beyond simple, short text should be done online.","",0
"You can't even do basic things like change text color (unless you type in html).","text type color chang",0
"Unless the intention of the developer was to force people to be super minimalistic on their blog posts then the FC issues are a big pain!","forc develop post person pain blog minimalist intent issu",0
"Please get this fixed.","",0
"Uploads take forever and image always fails!","forev fail upload imag",0
"Please help fix it as soon as possible.","",0
"There should be an option to customize your site.","",0
"It now won't let me upload images from my tablet directly to my posts, and if I try it crashes my device and I have to force close my other programmes and have to restart it.","crash forc tri devic post restart tablet imag program",0
"My tablet freezes completely everytime I try.","tablet tri freez time",0
"I would like to save them online without publishing them, so I can add pics over the internet, after writing with the app.","save publish add app line pica write",0
"I love using this but the non add feature image is letting it down, also please add shortcode like YouTube etc.","use love etc add code let tube pleas featur imag",0
"It doesnt load commets posts just keeps showing loading errors.","",0
"This app is trash never works.","",0
"But you can't edit or make it look more good via app .","",0
"Could not wake the phone.","",0
"My tablet freezes completely when trying to add an image,resulting in me having to restart it every time and not getting anywhere so I end up doing it on my desktop.","freez tri add result restart desktop tablet get imag time",0
"The thought was to be able to post while I'm away from my computer but it's failing.","",0
"Since I updated the app, I can't upload image to my post, my phone keeps hanging.","updat app hang post phone imag",0
"I want this app but I can't log in:-(","",0
"And thought the app it's messed up with text appearing over the top of other text and really just doesn't work well.","mess top app appear text",8
"gives me error code ""-24""","",0
"5/1/2015 --  I have another problem in attaching images.","",0
"====  I always have a problem posting pics using Samsung Galaxy Note.","use note galaxi post pica",0
"more like terrifying wait, hoping my most important couldnt be rewritten post didnt disapear.","hope disappear rewritten wait terrifi post",12
"please fix.","",0
"Htlm is not working, image not showing in post, only codes","imag post helm code",0
"I blog daily and I have been trying to improve my insights by adding my personal touch of my life and I tried adding some great diy photos and it keeps shutting my phone off and not publishing like its suppose to.","suppos improv life publish tri shut touch photo insight phone blog",0
"I don't understand what the problem is.please fix the glitch.its honestly annoying and its affecting my insights for readers and potential fans.","understand fan annoy glitch insight affect fix reader",11
"Still can't reblog as of 4-26-15!!","",0
"Please please add folders again.","",0
"When you try and add additional WordPress blogs it automatically signs back out.","tri pre add word sign",0
"Also,  when adding media,  I really would like it to be MY choice where the images come from,  not the ridiculous method that's in place now.","medium choic method imag",0
"Crashing all the time.","",0
"Just when I was getting used to how bad this app was they made it worse causing me to lose full posts and now I can't upload photos from Dropbox.","lose app photo box post caus drop get",0
"Please fix this!""","",0
"But there is something, I can not access my product from woocommerce plugin.","plug commerc product acc",0
"I had a huge blog post that I had almost uploaded then it gives me an error and now the whole post is gone are you freaking kidding me?","gone kid gife error post blog freak",0
"But this app froze my Sony Xperia tablet the moment I tried to compose a post.","froze compos tri app post moment tablet",11
"Since the last update I can't use my regular photo viewer to choose pictures from my post.","updat photo choos post viewer pictur",0
"Please switch back to the normal way of adding images.","",0
"I can't post to my blog with it so why do I want this?","",0
"It can't be uploaded.","",0
"but it does not include all settings to manage the complete web site you have!","set site web manag includ",0
"but I can't sit in front of computer and do all blogging all the time.","time sit blog comput front",0
"But between Wp mobile and site doesn't integrate so well.","",0
"I often have to transfer to a computer because the app is so hard to use, or I can't find something","",0
"Suddenly I can't upload pictures to my HTC1 (8).","",0
"It annoys me that I can't put images I've uploaded on external storage","storag upload imag annoy",0
"This app does not work on my Samsung tablet.","",0
"Tried adding photos to post but brought my tablet to a grinding hault.","grind photo post brought tablet haul",0
"This couldn't support my samsung galaxy core phone.","galaxi phone core support",0
"'Cause It won't let me.","",0
"New updated version can't exist.","",0
"Can you please add a search option to make it easier to find certain blogs?","pleas option add search blog",0
"Also could you add a voice to text option?","option voic add text",0
"I can't remember my blog at time so installing it would make a eck of a difference.","instal differ rememb blog time",0
"Please fix!","",0
"UPDATE: I uninstalled this version (3.9) and installed the one from the Amazon Appstore (3.8) I can now add images and find photos again.","instal updat amazon add photo imag appreci version",0
"I can't even log in","",0
"It doesn't let me add photos from my tablet, and on my phone it takes way too long to upload the photo thumbnail.","thumbnail upload add photo tablet phone",0
"I would send you all the data but my tablet crashes any time I try to open the photo folder in my post","crash send folder tri photo datum post tablet time",0
"Adding pictures to posts is a total nightmare with the app crashing and stalling my tablet when I try to add pictures.","crash nightmar tri app add stall post tablet pictur",0
"I can't access folders at all.","",0
"Fix this please.","",0
"Fix dat prob.","",0
"There is literally no way I can post images from my Samsung tablet S without it crashing the whole system.","tablet crash post imag system",0
"Please fix!","",0
"Couldn't upload even a small video in the app.","",0
"I was blogging my trip using this app, but since the last update it doesn't work anymore","trip app use blog",0
"I doubt I'll have this issue long if it's happening to more people but it seems they have consistent login issues they need to fix otherwise it's great!","doubt fix person otherwis happen issu",0
"Was a great app, however since the last update it is slow, cannot view my site, as soon as i try to create new gallery my tablet completely crashes.","crash galleri updat tri creat app view tablet site",0
"I see others are having the same  problems, so not one off.","",0
"Every time I try to load photos on to a blog post it freezes my whole tablet.","load freez tri photo post blog tablet time",0
"Please fix","",0
"It tries to load every single photo on the phone, but barely displays thumbnails for any of them, making the app useless.","load display usel thumbnail tri app photo phone",0
"Need a way to select between photos and downloaded reference photos, otherwise it'll take forever even if the thumbnails worked.","select thumbnail refer photo download otherwis",8
"Cant publish my post.","",0
":( please fix","",0
"I can't even sign in.","",0
"It crashes everytime I hit the sign in button.","crash hit sign time button",0
"Every time I want to ""view full site"" on my blog I need to put in my password even though I checked the ""remember this password"" box.","view rememb box blog check password time site",0
"I cannot publish my posts.","",0
"Please bring this back.","",0
"Fix this or see yourself lose a loyal customer!","",0
"No option to search and add your favorite bloggers to the Reader.","option reader add search blogger",0
"Please add that in your next update.","",0
"When I click the comment notifications from my homepage, it says there was an error when I try to approve comments.","comment tri click homepag approv notif error",0
"blogger does not work on my phone so got this and this is working well!!","",0
"Please fix it.","",0
"Can't log in since the app was uodated!","",0
"I pushed the button to publish, and Wordpress immediately said it could not publish.","publish push word pre button",0
"Never use you cannot login","",0
"fix it","",0
"cant login on my domain","",0
"Some of the controls don't work at all.","",0
"Editor needs work!","",0
"I've been using wordpress for a while now, and I recently published a blog post but it doesn't show on the app under Posts.","use publish pre app word post blog",0
"I don't know what is going on, please fix this.","",0
"I can't log in !","",0
"Can't say enough.","",0
"You need to improve the app.","",0
"Please fix!","",0
"Keeps crashing it doesn't let me edit my posts.","",0
"Because it keeps crashing.","",0
"I can't tell how good or bad this app is as it won't let me log in to my self hosted website.","host app log websit self tell",0
"It is handy for a lot of things, but if I edit a post between my 3 different devices, I never know when the changes will stick or if I need to copy and paste to and from a different cloud document app to ensure I'm working with the most recent revision.","document copi past ensur cloud revis app devic post lot chang stick edit",12
"I recently had an issue but they helped me fix the it.","",0
"It would be nice if I could edit my posts in more of a WYSIWYG way like on the website.","",0
"If you could add a visual mode to the app it would be useful.","",0
"Help i need this Apps","",0
"Can't refresh content.","",0
"Could nt refresh at this time msg  is showng always","",0
"but please make improvements on writing fiture.","futur pleas improv write",0
"But if I open an existing post I only see shortcodes, cannot change/remove featured images and cannot edit images/galleries, only the shortcode directly.","galleri remov code post chang exist imag edit",0
"Also it is really easy to post, add pages and switch between if you have multiple blogs.","page switch post blog",0
"Constantly crashing even though that's not the main issue I can't write a post add an attachment add a poll and the application itself is confusing","crash poll add post applic confus issu",10
"Twelve articles and numerous images have been accessed (verified by logging into my blog using my PC) but some of those accessed articles are not listed in Stats under Post and Pages (only nine are showing, three of which are images) and there is no View All option at the bottom of Posts and Pages because, for some reason, the tenth article/image that triggers View All is not being shown under Stats, it's being held back.","use twelv reason shown articl stat log view option imag access post bottom tenth blog page held verifi trigger list",0
"Also, it would be nice to see what's in the Spam folder to check for legit comments.","comment check folder pam",0
"I reinstalled for twice times because it always failed I don't know why , seem it doesn't work well on Phone , pls make it better and I'm waiting that version","fail version wait reinstal phone time",0
"I uploaded a dozen of them and the app says failed to upload and then I try again, I don't see the photos nor the draft","fail dozen tri upload app photo draft",0
"After I hit download and allow the app to use whatever it needs then it just sits there and won't download.","allow hit download app sit",0
"Idk how to fix it.","",0
"I uninstalled it for a fresh start and can't even reinstall.","",0
"Attempted to make one post three times resulting in crashing/locking up my phone and failing to upload.","crash lock fail upload result attempt post phone time",0
"Occasionally I have to re-enter login information on the 2 other blogs - this seems to be a problem at the WP servers, not with the app itself.","inform app server blog",0
"This is such a dumb problem.","",0
"As of tonight I can't even post a short update.","",0
"But it doesn't load my posts, media etc for any of my blogs.","load medium post etc blog",0
"I need it to be more similar to the pc version, like coloring and all other features that a person would use.","featur color person version",0
"It would be great if someone could guide me to an app that'll fulfill this requirement.","requir fulfil app guid",0
"I can wrote a post using the app, but I can't seem to post from the app.How do you post using the app on your phone.help!!!","use app post wrote phone help",0
"I have been trying to preview them but it doesn't work.","",0
"Please fix!","",0
"Since I installed, I have not been able to open up my posts or read the blogs I am following.","read blog post follow instal",0
"FIX IT","",0
"The app is pathetic and does not work or post anything at all.","",0
"Cannot login to app","",0
"Always after uploading all but the last then it fails saying unable to resolve host!?","say fail upload host resolv",0
"Has also cleared a fully written draft post that I can't get back, as has no trash or resorted drafts options.","resort clear draft option written post trash",10
"Removes the brackets from html, so it is unable to create a post containing links without editing the html on a desktop computer!","contain remov creat comput post bracket link desktop edit",0
"It doesn't give you access to sites you've connected to your WordPress account using Jetpack, and it doesn't seem to support adding sites protected with Rublon, which WordPress recommends.","use protect doubloon pre word acc support recommend jet pack connect account site",0
"Fix these issues up and it would be great.","",0
"I think you should add the text color option on the app just like it's available on the desktop.","text app add option color desktop",0
"I have established 8000 readers around the globe but I would be highly happy if you kindly add fonts and sizes of the font along with table inside the pad.","kindli size pad establish font globe reader",0
"Can't upload anything!!","",0
"But ever since the update i cant open my notifications please fix!!","fix pleas notif cant updat",0
"You know how sometimes you just can't get something to work?","",0
"Reader needs a back button.","",0
"I think it would be nice if there was a preview tag (from my tag that already exist) when I tagging my post","exist post tag preview",0
"Sorry for asking this.maybe u can fix it.i have post my story.and then when i want to read my previous story i saw at the redword.it say DRAFT.and i think it not publish my story at all.that why i can't find the story at browser.pls fix it","publish reword browser draft post fix sorri read stori",0
"I can't login using my self-hosted site.","use host login self site",0
"plzz I need to upload it soon .","",0
"Since the update, I have had numerous issues.","",0
"I will never rely on this application again!","",0
"Some of the functions are missing.","",0
"I just couldn't properly blog the same way I do with my laptop.","",0
"Pitty the image upload button doesn't work.","",0
"I just upgraded my Motorola Moto G to Lollipop and I'm unable to like and write comments on any blog.","lollipop upgrad comment moot blog write",0
"Please fix this issue then I'll give it 5 stars for sure!","star pleas fix issu",0
"Can't use the app for a self hosted WordPress.","host pre app word self",0
"There will be days where it runs so smoothly, and I have no issues with it.","",0
"I wish I can type in color or any other privilege when you're using the comp","use wish privileg type color comp",0
"Still  won't let me blog.","",0
"THE APP DELETE YOUR POST'S CONTENT WHEN PRESSING BACK BUTTOM AND SHOWS AN ERROR UPLOADING A POST (MY CONECTION IS PERFECT).","press upload error post connect delet content button",0
"Doesn't work right, always crashes and never let's me scroll","",0
"You need to fix it","",0
"Why i can't dl ?","",0
"My pages of our website for more details about your business needs gurgaon","page detail purgat busin websit",0
"Can't login without any reason","",0
"Why this can't be like Facebook?","",0
"I think featured images should be added since most of us blog using our phones/tablets.","use blog tablet phone featur imag",0
"But it keeps CRASHING AND LOSING MY POSTS!","",0
"Just downloaded it and cant connect to wp site lol seriously, stick to what you know best, tumblr.","download stick connect site",0
"Since last update, publishing isn't working.","",0
"It won't switch between 'draft' and 'publish' anymore.","",0
"The drop-down appears to be frozen.","",0
"It gives you all the basic functions you need to post","",0
"Setting featured image just doesn't work, yes I'm on latest WP and my theme has featured image yet they just go into the post instead.","post theme set featur imag",0
"I need this app badly but I am unable to download this.","",0
"My mobile is moto x 2nd gen. Please fix it asap","mobil pleas fix gen",0
"My completely updated website,  the most important one, won't connect at all.","",0
"The problem is either in the app or the site upgrade.","",0
"Can't upload images and then use them in a post.","",0
"New images uploaded online can't be refreshed.","line upload refresh imag",0
"A five star after you add the justify command in your editing mode and some other basic editing Commands.","star justifi add command mode edit",0
"Please make more feacher  for it","",0
"You can't see your all time views anymore.","",0
"Just can't post any blog through it.","",0
"fix that please","",0
"Fix this app.","",0
"I cant upload pictures at all.","",0
"It would be nice if it have more text formatting.","",0
"It needs to be made more efficient for people who post a lot of picture and words.","pictur lot post person word",0
"Cannot see my custom fields, I only see the date & publish status field.","field statu date custom",0
"You can't create children or nest pages, which is very annoying.","",0
"the new version is not working and loading, the old was better","",0
"Changing my original review to 2 stars as this often doesn't work properly and I seem to always get a http 500 error.","star error review chang",0
"Some fundamental functions are missing as well.","",0
"Cannot connect to self hosted wordpress while it's fine using my web browser.","use pre word browser web self connect",0
"Half of the time it says 'can not refresh'","",0
"that would show stats for self-hosted blog, without having to start the app?","host app stat start self blog",0
"Cannot quickly follow and cannot view the blog (fails to load) of people who follow or like a post.","load fail follow view post person blog",0
"what a app really 3 cheers for the loosers hurrey3.after 3 hours of workin on a post it didn't publish and i can't find it in my draft !","app draft cheer looser hour post hurri",0
"But Pinterest doesn't allow me to pin my blogs.","",0
"But lately the words won't even load when I click on a post.","load click post word",0
"Please please fix this.","",0
"I'm not able to upload images to my blog using the app.","use upload app imag blog",0
"It's nearly impossible to post pictures to your profile or on the customization page, and even if the upload works, you still can't crop.","crop upload post page pictur custom profil",0
"another issue is the sidebar - it doesn't always show all of the features of the app.","app sidebar featur issu",8
"I cannot login with credentials prooved using web browser.","use login prove browser credenti",0
"Helpful app for updating blog,previously gave this 4/5 down to 3 stars now because it never updates my comments anymore, i get about 5 new comments and then the rest are from 6 days ago and i definitely have at least 50 newer comments than that, also you have to reply before you can approve the comment, if you just click approve it takes you back to all the comments, why cant we have a reply and approve button like online?","updat star comment repli app day click approv line cant blog rest button",0
"I have 2 blogs and can't access both just one via the app","",0
"I have wrote few pages of blog in this application now I am not able to login in same username and password that i used earlier to login.","blog name user applic page wrote login password",0
"I have posted a few while I was traveling and I really wish they would put more editing options in the new post section.","travel section option post edit",0
"It's a very useful app and I really need it so please add it and I will give you 5 stars.","",0
"Everything is working great except the 'posts', it always say couldn't refresh post while my connection is working great with every other thing.","",0
"Phone freezes almost totally during post upload.","upload freez phone post",0
"The app doesn't show complete notifications and it's extremely annoying.","",0
"Can't consistantly find dashboard or appearance apps.","",0
"Please fix.","",0
"I've read other posts with similar issues and really don't want to work on a post and have it to disappear after ""45 min"" of work.","read min post disappear issu",0
"I have no problem with changing my rating once these issues are fixed.","fix issu chang rate",0
"I liked seeing what search terms people used to find my blog, and now I can't see that anymore.","see term person like blog search",0
"It was there on day one, now it's gone and I can't find a way to bring it back.","",0
"Can't post anything!","",0
"Please fix this!","",0
"I can't log into my Self-Hosted blog.","host blog self log",0
"I will change my rate if you guys can fix it to a better version.","guy fix version chang rate",0
"I haven't used it in about a year, but now it won't connect to my self-hosted site.kinda makes it useless to me.","self host kinda connect site",0
"Please fix!","",0
"I can't get it to work.","",0
"Misses a few things.","",0
"Im entering right username and password that also it says sry we cant create","name creat enter user cant password",0
"Is this some bug you people didn't know about?","",0
"This is great, I just wish we could just simply have a 'delete blog' button.","",0
"The sidebar is fixed but I can't reply to comments","repli comment sidebar fix",0
"While your at it, remove the tags & category, publicize, videos (because it doesn't work), and comments sections.","remov comment categori section video public",11
"Good app for my wheel but  it doesn't upload image of more than and no video unlike directly on the web","wheel app imag web video",0
"Can't I sign in?","",0
"I can't make posts from the app.","",0
"Please fix.","",0
"Seems like I cannot submit comment to the blog i followed.","",0
"Please fix","",0
"It used to be good, now I cant upload pictures.","",0
"I need the old one back.","",0
"New posts including those images don't display them.","post imag display includ",0
"Can't proofread or spellchecker and hyperlink button doesn't work.","button proofread checker link spell",0
