"sentence","category","transformed_sentence"
"Good","OTHER",""
"Its good just a little slow","OTHER",""
"I Love it !","OTHER",""
"I've been looking for an app that can download all my songs!","OTHER","song look app download"
"It does exactly !!!!","OTHER",""
"Don't waste your time it force closes all the time","INFORMATION GIVING","time wast forc close"
"It's good!","OTHER",""
"Its really good love it get all my favorite songs downloaded","OTHER",""
"Amazing for all your downloading needs","OTHER",""
"This app use to work great at first, now it sucks!","OTHER",""
"I can't download most off the songs.","PROBLEM DISCOVERY",""
"It suddenly stoped working!","OTHER",""
"You need to fix it asap!!!!","FEATURE REQUEST",""
"Google is just ruining the app first they made the company remove YouTube now they must remove soundcloud","OTHER","app compani cloud sound ruin oogl remov tube"
"Good app","OTHER",""
"I found most of the songs I searched for.","OTHER",""
"Which is dope.","OTHER",""
"I love Frostwire","OTHER",""
"This app is awesome but sometimes it won't download all the music","PROBLEM DISCOVERY","sometim music app download"
"The only problem I actually have with this app is that sometimes the names are not the same on the downloader as they are in my music player.","PROBLEM DISCOVERY","player name music app download"
"All the files have worked and, knock on wood, I've had no viruses due to this program.","OTHER","knock wood file program virus"
"(I was a LimeWire user also).","OTHER",""
"This app is by far the best music downloader I have found, but be warned, they don't always have all the music you want on a tablet or phone.","OTHER","app download warn tablet phone found music"
"5 Stars for this app, and I don't hand them out lightly.","OTHER",""
"(I use a tablet that was bought at wal mart.)","OTHER",""
"This music app is lovely","OTHER",""
"If Only I can give this no stars I already did!","OTHER",""
"Why?","OTHER",""
"Because I cant download it!","PROBLEM DISCOVERY",""
"My Net Is Fine and it's H+ But?","OTHER",""
"BUT F.I.O.D!","OTHER",""
"It can't be downloaded!","PROBLEM DISCOVERY",""
"Actually have this app at december but i deleted it because of full storage and now that I'm redownloading it there's nothing happening!","OTHER","app download happen delet storag ecemb"
"I waited 7hours for this.","OTHER",""
"Yes, seriously!","OTHER",""
"But it just stopped at 84% UGH!","OTHER",""
"Don't waste your time for the app!","INFORMATION GIVING",""
"It's not going to be downloaded!","OTHER",""
"&gt;:(","OTHER",""
"There was not much songs","OTHER",""
"Lovely","OTHER",""
"Love frostwire","OTHER",""
"It's shit it ain't get the right songs I want fuck this shit this is garbage","PROBLEM DISCOVERY","garbag fuck song shit"
"Well it use to be a good app now.","OTHER",""
"It's crap and doesn't work","PROBLEM DISCOVERY",""
"Never failed me once","PROBLEM DISCOVERY",""
"Yea","OTHER",""
"It's very slow, and it doesn't download all of the songs I want if to, I give up on frostwire.","PROBLEM DISCOVERY","wire song frost download"
"Such a waste of space.","OTHER",""
"You","OTHER",""
"Used once and worked then searched 5 other songs and it just keeps searching nothing comes up.what a waste","OTHER",""
"Please make it more faster to download a movie because its really takes forever!","OTHER","movi pleas forev download"
"Adscs","OTHER",""
"Omg best app","OTHER",""
"After downloading this app on my phone and tablet, both devices were noticeably slower and glitchy.","OTHER","app download tablet glitch devic phone"
"I uninstalled this program by accident and when I installed it again tonight it made my phone freeze.","INFORMATION GIVING","accid instal program phone tonight freez"
"On three occasions I tried running it and I had to restart my phone each time.I do not know what you guys did to this app but i do not want it on my phone anymore","PROBLEM DISCOVERY","time restart app run tri phone guy occas"
"This app is coolim glad I have it","OTHER",""
"Whenever I delete the app its deletes the music and I downloaded off my phone","OTHER","delet download phone app music"
"I loved it","OTHER",""
"It says its downloaded and when I play it it won't play don't use this app!!","OTHER",""
"The best.","OTHER",""
"!!!","OTHER",""
"Hella sucky","OTHER",""
"Its a great app I see there r little problems in it but no ones perfect devises mess up so to the ppl who complain make ur own downloader or stop complaining and move on","OTHER","devis pol app download perfect move stop complain"
"Best app","OTHER",""
"Opened it and lost all cell service.","OTHER",""
"Forced stop and retried.","OTHER",""
"Same thing, couldn't find anything.","PROBLEM DISCOVERY",""
"I've been using this for a while, but since maybe a few days ago whenever I try to search for a song, nothing will load no matter how long I wait.","OTHER","song search matter tri wait day load use"
"I downloaded this app to my phone.","OTHER",""
"I downloaded 2 songs from the app.","OTHER",""
"A few days later, I received a notice from my internet provider that I had violated a copyright law and my internet was blocked.","PROBLEM DISCOVERY","receiv provid copyright violat day law block notic"
"5 songs were downloaded through my internet that I didn't download.","OTHER",""
"This is a serious of fence and can result in penalties and prison.","OTHER","fenc prison result penalti"
"I am so disappointed in frostwire.","OTHER",""
"I have used them in the past and loved the service.","OTHER",""
"Not anymore.","OTHER",""
"It doesn't have many torrents to chose from and then when I download something, it doesn't open ( UPDATE ONE MONTH LATER: IT DOESN'T DOWNLOAD IN ONE OF THE NEWEST ANDROID KERNEL VERSION KIT KAT 4.4.4, BUT GOOD LUCK WITH YOUR PHONE.","OTHER","torrent kernel download month version chose phone luck kit"
"Update: it works perfect on my laptop, but does not work on my xiaomi mi 4.","PROBLEM DISCOVERY",""
"This phone is one of the best on the market.","OTHER",""
"It is 3 times better than the new iPhone 6.","OTHER",""
"With 3 gb of ram it blows the new iPhone out of the water with the iPhones puny 1 gb of ram.","OTHER","phone blow puni ram water"
"Ram, not ROM.","OTHER",""
"I had like 3 songs and downloaded a few more and it won't let me listen to them it makes my tablet really laggy please fix and I will rate 5 stars.","PROBLEM DISCOVERY","song fix download tablet pleas star rate listen"
"Worst app ever.","OTHER",""
"Every song i downloaded was only 5 seconds long or the karoko version.","OTHER",""
"Waste of time.","OTHER",""
"Worst music app ive ever downloaded.","OTHER","download vie app music"
"Sooooo a some","OTHER",""
"Now I can download straight on to my phone!!","OTHER",""
"Cool","OTHER",""
"The app just said  not responding","OTHER",""
"It takes literally 2 days to load","OTHER",""
"It was very good yall people don't know how To use the app right because it works fine for a lot of people","INFORMATION SEEKING","tall person app lot"
"Its an awesome app!!!","OTHER",""
"After all update very few choices come up and very random results too?","OTHER",""
"Don't listen to dose idiots with crapy phones this works perfectly I can download whatever song I want","INFORMATION GIVING","song download phone dose idiot listen"
"Awsome","OTHER",""
"I like it.","OTHER",""
"Its good bit for the fact i can download","OTHER",""
"Worked for a while then didn't then worked and didn't .would love it and download it again if bugs are worked out .and even tho its a torrent PLEASE KEEP OTHER PEOPLE REGEA MUST MIX ON THERE .","PROBLEM DISCOVERY","torrent tho bug love reg download mix pleas person"
"ITS DUMB","OTHER",""
"It's alright been gettin harder to find downloadable torrents though","OTHER",""
"Deff use bruh, thnx","OTHER",""
"Force closes as soon as I open it on my Asus tablet but usually works on my phone","OTHER","phone close forc tablet"
"for some reason icoulnot download nothing .","OTHER",""
"I follow the frostwire guidelines but still no results.Instead contacting frostwire I'd inot lost hope,but I sharp my head and I give cretid to the Lord who gave me the idea to download also the application BitTorrent from playstore.Now guys works good like never before 100%results.I give5stars to the Lord and also 5 star to frostwire Im using Tmobil WiFi 4GLTE -100%Hapy because in my case with frostwire plus and BiTorren together works super fine -Thanks frostwire","OTHER","wire guy torrent follow guidelin lord play wife hap hope star glee use download contact credit thank head applic store frost result bit lost idea"
"Dope!!!","OTHER",""
"Cx","OTHER",""
"It takes a long time to search my music","OTHER",""
"Hand Picked Torrents!!!!!!!","OTHER",""
"The only reason y I still have this app is because I'm scared if I delete it, it might delete the music I previously downloaded on it.","OTHER","reason scare app download delet music"
"In otha words, the app sucks","OTHER","tha word suck app"
"Complete  waste of data.","OTHER",""
"Sucks up your gigs then says error.","OTHER",""
"Total waste of money.","OTHER",""
"Beware .","OTHER",""
"0 stars","OTHER",""
"I did not think it would work","OTHER",""
"I love this app beacuse you don't need internet to lisen to music","OTHER","lichen love app music"
"Not pleased.","OTHER",""
"Doesn't successfully download anything.","OTHER",""
"Sick","OTHER",""
"Horrible!","OTHER",""
"Freakin awesome.need a lil faster speed but hey nothings perfect.so this is next to it.","OTHER",""
"At first i could download tones and now can't pull nothing it keeps thinking and won't pull anything up.","PROBLEM DISCOVERY","pull tone think download"
".","OTHER",""
"delete","OTHER",""
", It Was A Great App .","OTHER",""
"I Think Many More People Would Love This App & Its Fast !","OTHER","person love app fast"
"It downloads songs you don't even choose and I can't play most of the songs on my other players","PROBLEM DISCOVERY","choos play song player download"
"Absolutely disgusted with this app, got a data usage warning on my phone and saw in 6 DAYS it used 680mb of my data even though i didnt download anything or use it!!","OTHER","usag app warn disgust download day phone datum"
"I dont even know what it downloaded!!","OTHER",""
"And reason for not using it was for how limited the search results were.","OTHER","search use reason result"
"Avoid this heap of s**t app like the plague.","OTHER","avoid heap plagu app"
"Have to wait a whole month now for my data to reset, lucky i caught it in time.","OTHER","time month wait caught reset datum"
"Nothing will load","OTHER",""
"I shows you the song you looked up but didn't give you the right one.","PROBLEM DISCOVERY",""
"Read and followed what Frostwire said I should do to get the update and enable downloading again.","OTHER","follow frost download read wire updat"
"I can't search anything until I did it.","PROBLEM DISCOVERY",""
"I installed it and after a couple days the songs that I downloaded does not work any more.","PROBLEM DISCOVERY","download song day coupl instal"
"When I type up a video they say they can't find it because I looked up who is Ariana grande even though I knew who she was and this stupid app couldn't find it get this fix","PROBLEM DISCOVERY","type fix app video look"
"Just loaded and loaded and loaded and shuts down","OTHER",""
"Tried downloading greenday albums but it just doesn't download.","OTHER","tri album day download"
"good","OTHER",""
"to my samsung phone if i download this it will say error downloading but its my memory card is 16 gb","OTHER","error card memori download phone amsun"
"I dowloaded the apk and my YouTube searches are coming back up again this app has gotten it's rating back for me !!!","OTHER","search app download gotten rate come tube"
"Every song I want back on YouTube I can now download","OTHER",""
"Awesome every time, and great updates","OTHER",""
"Chunk","OTHER",""
"Some of songs that i want to download , they only stay there without progresing","OTHER","progress song stay download"
"Try.","OTHER",""
"It out","OTHER",""
"Its great for downloading music but playing it can sometimes its a problem.","OTHER","sometim play music download"
"This sucks now that you can't download stuff from YouTube.We want YouTube we want YouTube!!!!!!!!!","PROBLEM DISCOVERY",""
"I don't even have this app downloaded anymore and it still plays automatically , like I blamed my sister once , and I saw that it plays for no reason , and nobody even wanna listen to music","OTHER","reason app download play blame sister listen music"
"Works great first try.","OTHER",""
"Will recommend","OTHER",""
"This is so stupid been looking for music apps thought this was going to be great but sucks","OTHER","pap suck look music"
"Barely got any songs from it","OTHER",""
"Follow their instagram page @FrostWireOfficial","OTHER",""
"Sucked when I couldn't download from YouTube but since the fix it's just as awesome as it always has been.","PROBLEM DISCOVERY","fix suck tube download"
"I can just about find any song I search for and for free.","OTHER",""
"Good app","OTHER",""
"It never works and always crash it only has covers","PROBLEM DISCOVERY",""
"Once free it stuck","OTHER",""
"DJ","OTHER",""
"It use to be my favorite, i just got an Samsung sg6 and stopped working.","INFORMATION GIVING",""
"Sucks","OTHER",""
"exellent search engine.","OTHER",""
"but how do i transfer musics to my sd card?","INFORMATION SEEKING",""
"there were no choices in settings then storage.","OTHER",""
"please help!","OTHER",""
"reply please!","OTHER",""
"So far my phone has had no issues with this app and I can get way more songs than some of my other apps","PROBLEM DISCOVERY","pap song app phone issu"
"Its a good app but its slow sometimes","OTHER",""
"The app Was  until they removed the youtube videos off .","OTHER","video remov tube app"
"Only download this app if you use Sound Cloud other then that all the sounds will be remixed it's so annoying!","OTHER","sound remix cloud app download"
"!","OTHER",""
"This app was great at first but when I updated, it began to frequently give no results.","OTHER",""
"it sucks now and its very annoying.","OTHER",""
"2 thumbd up","OTHER",""
"Get it!!!","OTHER",""
"Where's fetty wap-again","OTHER",""
"Excellent app!!","OTHER",""
"After I installed update, it's been smooth sailing since.","OTHER",""
"Great","OTHER",""
"Most people don't like this app because they don't know how to use the app.","INFORMATION SEEKING",""
"Then agian they don't know how to use their own phone fully","INFORMATION SEEKING",""
"Its a great app I think but it doesn't have all the songs im looking for.","PROBLEM DISCOVERY",""
"I like that you don't have to re-download your songs, they appear there when you look at your songs.","INFORMATION GIVING","appear song look download"
"It would be a lot better if it had the songs I was looking for","FEATURE REQUEST",""
"One little download, and it's done.","OTHER",""
"Painless.","OTHER",""
"Xo","OTHER",""
"Its really awesome","OTHER",""
"Great place to get music","OTHER",""
"My nigga","OTHER",""
"I loved it","OTHER",""
"Great","OTHER",""
"Coulddnt find some of the songs i searched","OTHER",""
"Great if the apk.","OTHER",""
"Is downloaded","OTHER",""
"Love it","OTHER",""
"Really good app.","OTHER",""
"The best I can find.","OTHER",""
"At first I think that it would be a totally waste of time downloading these app.","OTHER","time wast app download"
"But when I tried to download album from it, I was amazed by its performance.","OTHER","download tri amaz perform album"
"Keep it up guys.","OTHER",""
"I will try to download a full lenght movie from it.","INFORMATION GIVING","movi tri length download"
"And I hope there will be a good result.","OTHER",""
"The app doesn't open anymore?I'm fed up with this.","OTHER",""
"This app sucks I seen better apps for music downloading.","OTHER","pap suck app download seen music"
"But sometimes it doesn't show search I should rate five if you fixed it and made it faster.","PROBLEM DISCOVERY","sometim search fix rate"
"Much better with the Plus version.","OTHER",""
"Would have gave it 5 stars but still too many covers and remixes thanks for the explanation","OTHER","thank explan remix cover star"
"If you download more than 3 songs at a time will put extra song and/videos -_-","OTHER","time song video download"
"My download stops halfway and then it says ERROR.","OTHER",""
"I have enough space on my phone.","OTHER",""
"I'm on mobile data since I lack WiFi connection.","FEATURE REQUEST","mobil wife connect lack datum"
"It was working before I don't know why its not working now.","OTHER",""
"Please fix.","PROBLEM DISCOVERY",""
"Record","OTHER",""
"Freezing my phone","PROBLEM DISCOVERY",""
"It doesn't load the song you look up","OTHER",""
"Good app for downloading music, but I noticed my phone ran a lot slower and seemed like it got a couple viruses.","OTHER","virus app download coupl phone lot ran notic music"
"It downloads all the albums that I ever need","OTHER",""
"Love this app","OTHER",""
"This app sucks.","OTHER",""
"I just lost my music sending my phone for repairs and now it won't let me download any of the music I had before.","PROBLEM DISCOVERY","download phone send repair lost music"
"Even stuff I used frostwire to download.","OTHER",""
"Don't waste your time with this app","INFORMATION GIVING",""
"Can't get most songs I want music paradise is much better","PROBLEM DISCOVERY",""
"Like it","OTHER",""
"Download all of the song I want","OTHER",""
"Worked great for a month, now NOTHING AT ALL will download.","OTHER",""
"It just says error.","INFORMATION GIVING",""
"I can get all my favorite music downloads at my finger tips","OTHER","finger tip download music"
"It's really cool i like","OTHER",""
"Great app.","OTHER",""
"Greetings from Sibiu, Romania.","OTHER",""
"Works just great!","OTHER",""
"I have found songs on this app more that any other app I have used","OTHER",""
"Can't find one song or it won't download","PROBLEM DISCOVERY",""
"Ive always love frostwire but now since updateing it.","OTHER","frost updat vie love wire"
"it's doesn't fine any of the songs that I put in the search I really hate it now and that sucks","OTHER","fine song hate search suck"
"Won't load don't waste your time downloading this stupid app","INFORMATION GIVING","time load wast app download"
"Why are you guys jerks","INFORMATION SEEKING",""
"Has always worked for me on every device I owned.","OTHER",""
"Currently on samunh note edge.","OTHER",""
"For best experience download the other version on their website.","OTHER","experi version websit download"
"Love this app","OTHER",""
"love love","OTHER",""
"Can't even find a single song.","PROBLEM DISCOVERY",""
"Cool","OTHER",""
"Some of the some I looked for ain't there","OTHER",""
"Won't trust it.","OTHER",""
"It is pathetic.","OTHER",""
"Don't download worst app ever","INFORMATION GIVING",""
"I works at first and then when you want to search a song of doesnt pop up","OTHER",""
"When I type in the title there it is it is just a little slow","OTHER",""
"Follow their instructions and you will not find a better music Downloader anywhere!!!!","PROBLEM DISCOVERY","download follow instruct music"
"I click to download a music torrent and confirm I want to download it and nothing shows in my transfers.","OTHER","click torrent download transfer confirm music"
"Kind of sad I've been using this program on pc since like 06'-07'","OTHER",""
"Good for offline use","OTHER",""
"love it so much there aint any music app better","OTHER",""
"U just need to be a lil tech savy in order to make it work","FEATURE REQUEST",""
"It uses up ur internet to download,  but music won't play if the app isn't open.","OTHER","play music app download"
"If u un install play list is unavailable.","OTHER",""
".","OTHER",""
"The best music downloader","OTHER",""
"Love this app","OTHER",""
"Asss","OTHER",""
"For about 4 months I've been using it but suddenly it stopped working and won't load please fix and I'll give 5 stars","PROBLEM DISCOVERY","fix month stop pleas star load use"
"It sucks.","OTHER",""
"I search for a music and its loading for like few minutes.","OTHER","load search minut music"
"And then: nothing showes up.","OTHER",""
"I don't know what to say.","OTHER",""
"Now that i played with my settings and read your info on what happened to the youtube option it's all good now thank you for the response.","OTHER","info read play set happen option respons thank tube"
"Now im going to do some happy  downloading :)","OTHER",""
"This app was fine at first not chooses to pause my music randomly and turns the volume down its very annoying wail cleaning to stop clean my hands and turn in back on and turn in back up","OTHER","choos clean app paus stop volum hand annoy wail music"
"Not bad really but it stop.I don't know what's going on.I just used it!!!!","OTHER",""
"I had all music downloads saved to sd card and I got a new phone but not all the music is there","OTHER","save phone download card music"
"Can't download any music, even deleted google chrome and installed Mozilla Firefox, still can't download.","PROBLEM DISCOVERY","irefox chrome download delet ozilla music"
"If not fixed soon, I will delete and never use/recommend again!","OTHER",""
"This is the Best app ever.","OTHER",""
"Nothing like it.","OTHER",""
"Love the app!","OTHER",""
"I just don't like when I uninstall it , all the songs I downloaded from the app deletes as well .","OTHER","delet download song app instal"
"Seem to have stopped working I used to love this App","OTHER",""
"Once I got it working right on Android, it worked well.","OTHER",""
"Better than iTunes!","OTHER",""
"It's easy to figure out on Android if you're not an idiot.","OTHER",""
"5 star","OTHER",""
"fix some glitches and it'll be perfect.","PROBLEM DISCOVERY",""
"also, if it is possible, i hope you remove some audios that are fan made or only recordings.","OTHER","record audio remov hope"
"its hard to identify which is which.","OTHER",""
"All the songs are on this app :)","OTHER",""
"V great","OTHER",""
"Are you guys gonna put limewire up 2?","OTHER",""
"Let me know what happened.","OTHER",""
"To this app now.cause it use to b good.","OTHER",""
"This is realy good but they need to download a bit faster","FEATURE REQUEST",""
"Its nice I luv it","OTHER",""
"always crashes upon launching","OTHER",""
"Good","OTHER",""
"It was amazing at first I would download a song and it would have the artist and every song in that albums in order it was like amazing but then old day I get a call from my mom then at&t and my mom saying that I've been downloading music illegally and I've only download from this app so yeah","OTHER","say song app artist download day amaz mom album call music"
"i got to download all music perfectly fine","OTHER",""
"Free from idleness.","OTHER",""
".","OTHER",""
"Ok","OTHER",""
"Been using this app  about a year now and it just stopped working","OTHER",""
"Love it, this found songs that other music down loaders couldn't","OTHER","loader found love music song"
"If you type in the right words, you'll get great results!","OTHER",""
"Already gotten three full albums in first attempts!","OTHER",""
".","OTHER",""
