cluster,bag-of-words-cluster,component,similarity,bag-of-words-component
4,featur head fill space type mime music start bubbler file messag play connect crash datum save delet attempt recreat ,com.amaze.filemanager.fragments.CloudSheetFragment,0.5263157894736842,fragment inflat instal dark gone setup context action view activ break datum color listen linear argument overrid click avail edit static creat util sheet void search instanc style manag dialog file catch null switch equal drive boolean main layout except detail visibl pars android bundl final market contract drop save dismi black intent true mode background determin found plug name amaz connect cloud theme provid fals white oogl info start root content super return packag public hole 
4,featur head fill space type mime music start bubbler file messag play connect crash datum save delet attempt recreat ,com.amaze.filemanager.asynchronous.services.DecryptService,0.5263157894736842,folder unregist user color remot creat stop command main crypt build icon intent pend background default start action void manag style custom layout system compact accent decor type metum ordin flag cancel white head ongo share content return halt view lock receiv viewer file proce valu unknown filter current intu sourc task prefer base notif channel provid binder execut super sticki broadcast updat context activ string datum constant listen overrid foreground util normal extra boolean progress path drawabl destroy handler true mode name decrypt builder servic packag parcel public applic 
4,featur head fill space type mime music start bubbler file messag play connect crash datum save delet attempt recreat ,com.amaze.filemanager.utils.SmbStreamer.Streamer,0.5263157894736842,length rang match satisfi accept serv method partial medium trace string datum reset request overrid static stop util header void index instanc mime file catch null format move boolean equal matcher streamer except pars print path sourc minu respons final type skip plain found name cloud pattern port pram properti start content return super stack text byte public substr 
4,featur head fill space type mime music start bubbler file messag play connect crash datum save delet attempt recreat ,com.amaze.filemanager.activities.MainActivity,0.631578947368421,folder window inflat user pager client trace begin append break configur color reset directori restart creat environ secret instanc buttonhol digit catch pleas test resolv switch equal main past code hidden except reselect copi visibl transpar bundl allow build hybrid exist plain loader histori intent chang background unmount plug sync lower enviev default statu hide port replac regist item includ emul synchron bookmark reload navig bottom info substr target split indic event error action gone databas helper materi medium extern undefin server collect finish singleton explor hack cover void search parent manag detach lowest transact custom null format shown separ privat drive cursor layout system pars pref android accent empti appear final type card tabl complet swipe standard integ ordin result compon cancel initi delet watch white remov ignor authent devic contain content return request call antilog invalid modifi bean fragment enabl clipboard renam press anim post view lock slide menu collaps exit argument click home avail durat fail edit receiv lollipop viewer file dialog proce count sort variabl commit resum valu unknown filter translat addr support current refresh warn check smoke primari sourc option print task prefer respons absolut rail author size base notif frame list element connect fals provid array rippl grid reveal root execut prepar float super prefix length pair updat clear compress context method activ string datum link tint listen callback overrid deceler password extract util scheme version attach jelli expand gener entri project boolean titl progress column screen path futur drawabl destroy handler wait host contract save atinka drop categori drawer true permiss mode name cloud resourc close queri transluc interpol storag oper servic toast encrypt process stack parcel index public secondari 
4,featur head fill space type mime music start bubbler file messag play connect crash datum save delet attempt recreat ,com.amaze.filemanager.asynchronous.services.CopyService,0.5263157894736842,unregist user color remot creat stop command move copi main bundl notifi build hybrid icon intent pend background default start target action explor void manag style custom layout system compact accent final decor type metum ordin flag cancel white head ongo share content return halt view receiv viewer file proce unknown filter current intu sourc task prefer list channel fals provid array binder root execut super sticki broadcast updat context activ string datum constant listen overrid foreground util normal extra boolean progress path drawabl destroy handler true mode name builder servic packag parcel public applic 
4,featur head fill space type mime music start bubbler file messag play connect crash datum save delet attempt recreat ,com.amaze.filemanager.filesystem.FileUtil,0.7368421052631579,folder trace break writabl stream directori static creat imag instanc catch midair switch resolv unexpect equal makefil main copi code multu matcher except allow build hybrid exist sync background misdiagnos found specifi default issu read start byte overwrit substr secur target indic split medium helper extern framework hack void parent manag custom null document para drive pars android empti final type card write deprec segment determin result valid flag strip delet flush contain content bearabl return share store singl post success lollipop mime origin file unknown account current check print prefer creation absolut size canon temp base filenam tree correspond list readabl fals output array buffer root execut input detect prefix length malform context activ string datum link constant callback overrid upload util normal version gener throw boolean retriev path deer handler drop save atinka true mode dummi name parallel cloud resourc close oogl storag toast stack index public applic 
4,featur head fill space type mime music start bubbler file messag play connect crash datum save delet attempt recreat ,com.amaze.filemanager.utils.files.FileUtils,0.7368421052631579,folder access user client free trace append lead remot directori editor scan skin static creat forc instanc line command ivvyy catch slow directli move switch equal copi chooser code main trigger except invers grant visibl space hidden stout hybrid exist plain icon intent chang sync background found amaz lower posit default date attribut replac read start emul anymor bookmark shell info substr target split error instal gone action extens volum self helper stupid medium databas tick colon extern trim collect finish explor void parent archiv manag null document para char format adapt drive system pars pref android empti final type sequenc write intern metum scanner determin audio flag cancel strip simpl manifest contain share content return call invalid modifi store renam clipboard timer anim post convert view request durat avail viewer mime file dialog count lost calcul unknown radix valu account support alpha current primari print appli sourc studio check task prefer creation absolut size multipl fade revers base tree list connect theme fals readabl concurr array launch reveal execut root float super local button prefix length updat object compress context method activ string datum child link short usabl listen callback overrid profound constant extract util index normal gener mill boolean retriev progress path handler deform total drop true permiss mode inaccur name cloud protect builder resourc storag oper toast servic recurs stack packag parcel byte public 
4,featur head fill space type mime music start bubbler file messag play connect crash datum save delet attempt recreat ,com.amaze.filemanager.activities.TextEditorActivity,0.5263157894736842,window inflat soft display mono break color node editor creat instanc line schedul switch equal span main code space visibl bundl allow font focu build light hybrid exist intent purg chang background amaz margin default statu hide item start navig load bottom scroll bitmap info hole error dark action gone helper token descript reopen math draw finish void search launcher manag null para shown char adapt layout system detail android acceler final decor sequenc black integ flag cancel watch properti content abstract return invalid modifi enabl timer press anim view menu unsav home click durat request yellow inclus lollipop origin file dialog circular unknown valu support current alpha primari check option tool prefer task creation size frame select theme fals metric width reveal radiu execut prepar float super input pixel button length object context method activ string datum tint short height listen overrid deceler highlight util scheme version hash entri extra obtain boolean titl circumnavig mishap drawabl save atinka implicit true permiss clean resourc close typefac transluc interpol toast servic stack parcel index public fame 
4,featur head fill space type mime music start bubbler file messag play connect crash datum save delet attempt recreat ,com.amaze.filemanager.utils.SmbStreamer.StreamSource,0.5263157894736842,length folder malform extens crest trace string somehow stream argument overrid server trunk creat normal void mime strang file origin pipe throw tart constructor requir catch stock move equal unknown except print sourc bound jiff type host size skip librari modif posit specifi name flag connect close buffer read properti start look notic super input return illeg stack byte public modifi renam 
4,featur head fill space type mime music start bubbler file messag play connect crash datum save delet attempt recreat ,com.amaze.filemanager.asynchronous.services.ZipService,0.5263157894736842,unregist user trace color remot creat stop command catch main except notifi build hybrid exist icon intent pend sync default start action compr void manag style custom layout system compact accent final decor type metum flag cancel head ongo share content return halt view receiv viewer file proce filter current print intu task prefer base list channel provid array binder execut super sticki broadcast updat context activ string datum constant listen overrid foreground util normal extra progress path drawabl destroy handler true name builder servic stack packag parcel public applic 
4,featur head fill space type mime music start bubbler file messag play connect crash datum save delet attempt recreat ,com.amaze.filemanager.ui.ItemPopupMenu,0.5263157894736842,break trace color editor instanc catch switch equal anchor main past copi except master crypt rememb hybrid intent posit default item start bookmark preset secur helper explor void parent manag drive layout fingerprint pref accent final ordin result delet properti authent share return interfac renam fragment press view menu fail click dialog file refresh warn sourc prefer creation base select element theme fals provid array root super button length context activ string datum constant listen callback overrid password extract util gener throw disc boolean titl path drop save drawer true permiss mode cloud decrypt toast servic encrypt stack parcel public 
5,lack compress format support chang help folder icon android round pleas piec moot batteri midway copi proce termin launch crash mail detail version account file option instal stop ,com.amaze.filemanager.fragments.MainFragment,0.8571428571428571,folder correct inflat unregist follow client trace break begin color stream directori linear editor scan static creat stop disconnect imag instanc pickup divid catch pleas switch equal span main multu code reselect copi except grant past visibl hidden bundl crypt build light hybrid exist histori intent sync background posit chang default statu hide replac item text read start reload bottom scroll bitmap substr hole action dark extens compr helper medium extern assign collect finish explor hack header void parent search manag ascend detach transact custom null document para shown format adapt drive layout unlock executor pars pref accent android appear final decor type complet swipe integ global ordin scanner result flag cancel lookup limit sorter delet vari watch continu white simpl come thread remov properti authent contain share observ return call descend invalid modifi bean retain enabl fragment renam store tiptop anim post view worker menu time specif argument home click ring exit receiv mime file dialog count recycl cach toggl commit resum unknown valu filter support current refresh primari check print intu option tool prefer task creation size multipl contextu formatt base tree correspond list element theme fals provid array slinki launch grid root prepar float super restor tablet subcultur broadcast button prefix length malform updat alway object match defin method activ string datum child shortcut listen overrid extract util scheme index version jelli gener throw tone boolean titl column screen path drawabl destroy handler wait paus pool drop save drawer true mode permiss picker thumb send name cloud decrypt protect resourc close queri oogl page toast encrypt comput stack parcel width public 
5,lack compress format support chang help folder icon android round pleas piec moot batteri midway copi proce termin launch crash mail detail version account file option instal stop ,com.amaze.filemanager.filesystem.HybridFile,0.5,folder staff client free break handl trace stream remot directori creat exclud instanc catch midair switch resolv equal matcher code wise except space allow build hybrid exist refer date found plug default pattern attribut read start shell info substr error alloc extens helper crest email server void parent manag custom null document format adapt drive templat disk layout system debug pars android final type card write deprec integ metum strip delet simpl devic share content return modifi stat repli menu attar request mime file unknown addr account current support check print sourc prefer respons size base list element connect readabl fals array output buffer slinki root execut input local super prefix length malform object context method string datum constant usabl child mask compat overrid engin extract util variou version gener throw boolean retriev schizo path download handler drop total atinka timeout thumb true mode permiss name cloud builder queri resourc close oogl storag stack parcel index public 
5,lack compress format support chang help folder icon android round pleas piec moot batteri midway copi proce termin launch crash mail detail version account file option instal stop ,com.amaze.filemanager.fragments.CompressedExplorerFragment,0.5714285714285714,folder window inflat color directori skin stop creat disconnect instanc switch main reselect visibl bundl bind build exist intent chang posit statu hide item navig decompress hole action dark gone helper finish explor void parent unbind custom null separ adapt layout pref android appear black integ compon delet white remov contain share return invalid anim view menu click file basic count cach toggl resum support current check primari option tool prefer task size contextu list element fals provid array binder execut root prepar float super button length updat activ string shortcut child overrid extract util version boolean titl path drawabl deer destroy paus save true mode name toast servic parcel public 
5,lack compress format support chang help folder icon android round pleas piec moot batteri midway copi proce termin launch crash mail detail version account file option instal stop ,com.amaze.filemanager.activities.MainActivity,0.8571428571428571,folder window inflat user pager client trace begin append break configur color reset directori restart creat environ secret instanc buttonhol digit catch pleas test resolv switch equal main past code hidden except reselect copi visibl transpar bundl allow build hybrid exist plain loader histori intent chang background unmount plug sync lower enviev default statu hide port replac regist item includ emul synchron bookmark reload navig bottom info substr target split indic event error action gone databas helper materi medium extern undefin server collect finish singleton explor hack cover void search parent manag detach lowest transact custom null format shown separ privat drive cursor layout system pars pref android accent empti appear final type card tabl complet swipe standard integ ordin result compon cancel initi delet watch white remov ignor authent devic contain content return request call antilog invalid modifi bean fragment enabl clipboard renam press anim post view lock slide menu collaps exit argument click home avail durat fail edit receiv lollipop viewer file dialog proce count sort variabl commit resum valu unknown filter translat addr support current refresh warn check smoke primari sourc option print task prefer respons absolut rail author size base notif frame list element connect fals provid array rippl grid reveal root execut prepar float super prefix length pair updat clear compress context method activ string datum link tint listen callback overrid deceler password extract util scheme version attach jelli expand gener entri project boolean titl progress column screen path futur drawabl destroy handler wait host contract save atinka drop categori drawer true permiss mode name cloud resourc close queri transluc interpol storag oper servic toast encrypt process stack parcel index public secondari 
5,lack compress format support chang help folder icon android round pleas piec moot batteri midway copi proce termin launch crash mail detail version account file option instal stop ,com.amaze.filemanager.utils.files.FileUtils,0.8571428571428571,folder access user client free trace append lead remot directori editor scan skin static creat forc instanc line command ivvyy catch slow directli move switch equal copi chooser code main trigger except invers grant visibl space hidden stout hybrid exist plain icon intent chang sync background found amaz lower posit default date attribut replac read start emul anymor bookmark shell info substr target split error instal gone action extens volum self helper stupid medium databas tick colon extern trim collect finish explor void parent archiv manag null document para char format adapt drive system pars pref android empti final type sequenc write intern metum scanner determin audio flag cancel strip simpl manifest contain share content return call invalid modifi store renam clipboard timer anim post convert view request durat avail viewer mime file dialog count lost calcul unknown radix valu account support alpha current primari print appli sourc studio check task prefer creation absolut size multipl fade revers base tree list connect theme fals readabl concurr array launch reveal execut root float super local button prefix length updat object compress context method activ string datum child link short usabl listen callback overrid profound constant extract util index normal gener mill boolean retriev progress path handler deform total drop true permiss mode inaccur name cloud protect builder resourc storag oper toast servic recurs stack packag parcel byte public 
5,lack compress format support chang help folder icon android round pleas piec moot batteri midway copi proce termin launch crash mail detail version account file option instal stop ,com.amaze.filemanager.activities.TextEditorActivity,0.5,window inflat soft display mono break color node editor creat instanc line schedul switch equal span main code space visibl bundl allow font focu build light hybrid exist intent purg chang background amaz margin default statu hide item start navig load bottom scroll bitmap info hole error dark action gone helper token descript reopen math draw finish void search launcher manag null para shown char adapt layout system detail android acceler final decor sequenc black integ flag cancel watch properti content abstract return invalid modifi enabl timer press anim view menu unsav home click durat request yellow inclus lollipop origin file dialog circular unknown valu support current alpha primari check option tool prefer task creation size frame select theme fals metric width reveal radiu execut prepar float super input pixel button length object context method activ string datum tint short height listen overrid deceler highlight util scheme version hash entri extra obtain boolean titl circumnavig mishap drawabl save atinka implicit true permiss clean resourc close typefac transluc interpol toast servic stack parcel index public fame 
7,clear reinstal amaz datum bloat sync integr read select face ascend sort resourc servic cloud network mega parti string versa start startup cast vice choic design reconsid guidelin materi confus ,com.amaze.filemanager.utils.MainActivityHelper,0.5333333333333333,folder user follow break handl begin writabl color directori static creat sheet imag instanc switch equal makefil main code bundl allow regular express video build hybrid exist intent sync chang posit unmount guid default statu start bottom osteopath decompress substr action helper materi medium trim explor void parent search manag transact patter null document para drive insid pars pref accent final type card integ persist ordin audio cancel delet remov contain content share return renam fragment enabl worker argument fail receiv lollipop dialog file quick commit compressor support refresh current check task prefer creation size base watcher filenam frame list theme fals operation array execut root input prefix length match defin context method activ string datum link short overrid extract util normal version enter boolean titl retriev handler drop drawer true mode integr dummi name cloud builder queri recent oogl storag toast servic recurs parcel index public similar 
7,clear reinstal amaz datum bloat sync integr read select face ascend sort resourc servic cloud network mega parti string versa start startup cast vice choic design reconsid guidelin materi confus ,com.amaze.filemanager.activities.MainActivity,0.6,folder window inflat user pager client trace begin append break configur color reset directori restart creat environ secret instanc buttonhol digit catch pleas test resolv switch equal main past code hidden except reselect copi visibl transpar bundl allow build hybrid exist plain loader histori intent chang background unmount plug sync lower enviev default statu hide port replac regist item includ emul synchron bookmark reload navig bottom info substr target split indic event error action gone databas helper materi medium extern undefin server collect finish singleton explor hack cover void search parent manag detach lowest transact custom null format shown separ privat drive cursor layout system pars pref android accent empti appear final type card tabl complet swipe standard integ ordin result compon cancel initi delet watch white remov ignor authent devic contain content return request call antilog invalid modifi bean fragment enabl clipboard renam press anim post view lock slide menu collaps exit argument click home avail durat fail edit receiv lollipop viewer file dialog proce count sort variabl commit resum valu unknown filter translat addr support current refresh warn check smoke primari sourc option print task prefer respons absolut rail author size base notif frame list element connect fals provid array rippl grid reveal root execut prepar float super prefix length pair updat clear compress context method activ string datum link tint listen callback overrid deceler password extract util scheme version attach jelli expand gener entri project boolean titl progress column screen path futur drawabl destroy handler wait host contract save atinka drop categori drawer true permiss mode name cloud resourc close queri transluc interpol storag oper servic toast encrypt process stack parcel index public secondari 
7,clear reinstal amaz datum bloat sync integr read select face ascend sort resourc servic cloud network mega parti string versa start startup cast vice choic design reconsid guidelin materi confus ,com.amaze.filemanager.utils.files.FileUtils,0.6,folder access user client free trace append lead remot directori editor scan skin static creat forc instanc line command ivvyy catch slow directli move switch equal copi chooser code main trigger except invers grant visibl space hidden stout hybrid exist plain icon intent chang sync background found amaz lower posit default date attribut replac read start emul anymor bookmark shell info substr target split error instal gone action extens volum self helper stupid medium databas tick colon extern trim collect finish explor void parent archiv manag null document para char format adapt drive system pars pref android empti final type sequenc write intern metum scanner determin audio flag cancel strip simpl manifest contain share content return call invalid modifi store renam clipboard timer anim post convert view request durat avail viewer mime file dialog count lost calcul unknown radix valu account support alpha current primari print appli sourc studio check task prefer creation absolut size multipl fade revers base tree list connect theme fals readabl concurr array launch reveal execut root float super local button prefix length updat object compress context method activ string datum child link short usabl listen callback overrid profound constant extract util index normal gener mill boolean retriev progress path handler deform total drop true permiss mode inaccur name cloud protect builder resourc storag oper toast servic recurs stack packag parcel byte public 
7,clear reinstal amaz datum bloat sync integr read select face ascend sort resourc servic cloud network mega parti string versa start startup cast vice choic design reconsid guidelin materi confus ,com.amaze.filemanager.ui.views.drawer.Drawer,0.5333333333333333,folder correct phone break trace configur color reset imag catch switch resolv equal main code reselect grant except build hybrid loader intent pend sync background chang amaz statu immedi item read start bookmark navig bitmap indic error action helper undefin server header void parent manag volley transact null para drive layout unlock pref final integ metum persist result flag simpl properti contain content return invalid renam fragment enabl view menu request click home edit file dialog count commit toggl unknown support refresh current check print option prefer respons creation size base list theme fals root tablet prefix activ string datum link constant listen overrid util version gener boolean titl path drawabl handler drop atinka drawer true permiss mode cloud resourc close oogl storag stack public 
7,clear reinstal amaz datum bloat sync integr read select face ascend sort resourc servic cloud network mega parti string versa start startup cast vice choic design reconsid guidelin materi confus ,com.amaze.filemanager.database.models.Sort,0.8,type sort string public path 
7,clear reinstal amaz datum bloat sync integr read select face ascend sort resourc servic cloud network mega parti string versa start startup cast vice choic design reconsid guidelin materi confus ,com.amaze.filemanager.fragments.MainFragment,0.5333333333333333,folder correct inflat unregist follow client trace break begin color stream directori linear editor scan static creat stop disconnect imag instanc pickup divid catch pleas switch equal span main multu code reselect copi except grant past visibl hidden bundl crypt build light hybrid exist histori intent sync background posit chang default statu hide replac item text read start reload bottom scroll bitmap substr hole action dark extens compr helper medium extern assign collect finish explor hack header void parent search manag ascend detach transact custom null document para shown format adapt drive layout unlock executor pars pref accent android appear final decor type complet swipe integ global ordin scanner result flag cancel lookup limit sorter delet vari watch continu white simpl come thread remov properti authent contain share observ return call descend invalid modifi bean retain enabl fragment renam store tiptop anim post view worker menu time specif argument home click ring exit receiv mime file dialog count recycl cach toggl commit resum unknown valu filter support current refresh primari check print intu option tool prefer task creation size multipl contextu formatt base tree correspond list element theme fals provid array slinki launch grid root prepar float super restor tablet subcultur broadcast button prefix length malform updat alway object match defin method activ string datum child shortcut listen overrid extract util scheme index version jelli gener throw tone boolean titl column screen path drawabl destroy handler wait paus pool drop save drawer true mode permiss picker thumb send name cloud decrypt protect resourc close queri oogl page toast encrypt comput stack parcel width public 
7,clear reinstal amaz datum bloat sync integr read select face ascend sort resourc servic cloud network mega parti string versa start startup cast vice choic design reconsid guidelin materi confus ,com.amaze.filemanager.database.models.CloudEntry,0.5263157894736842,manag type entri file util string datum servic link persist return mode valu ordin amaz support public cloud void 
8,succ delet extract tell video share cant play icon look store comment swipe support forth cloud cope devic manag homepag file world link storag ,com.amaze.filemanager.utils.cloud.CloudUtil,0.5833333333333334,folder user client trace break stream remot static instanc catch switch resolv equal main except hybrid icon refer background plug found default replac item start token thumbnail void null document para privat drive templat final type deprec metum valid strip delet remov authent login content return invalid modifi press post fire file lost unknown account check print sourc task askanc size base list connect fals array launch execut super input prefix length context activ string datum child link callback overrid extract util gener throw boolean path handler drop save drawer true mode name cloud protect resourc close oogl storag toast servic stack parcel public 
